4;Pøekop - kostky;0.013145451
6;Pøekop -polní cesta;0.00472858
9;Výkop chodník - kostky;0.05645924
8;Výkop chodník - zámková dlažba nová;0.059296387
3;Protlak;0.036693777
7;Výkop chodník - stará dlažba;0.233497257
2;Podvrt - prùjezd, chodník, vjezd;0.047191224
5;Pøekop - asfalt;0.017968602
1;Výkop - prostý terén - trávník, zeleò;0.531019482
